regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,64,32,0.5,4.0,2048,0,1024,4096,2560,1505.48,2416.13,1537.99,0.0357
mixed,64,32,0.5,4.0,2048,0,2048,8192,5120,3157.13,4875.31,2791.82,-0.2126
mixed,64,32,0.5,4.0,2048,0,4096,16384,10240,6036.4,9318.95,8956.77,0.8897
mixed,64,32,0.5,4.0,2048,512,128,512,320,761.059,837.09,779.619,0.2441
mixed,64,32,0.5,4.0,2048,512,256,1024,640,882.595,1012.32,881.859,-0.0057
mixed,64,32,0.5,4.0,2048,512,512,2048,1280,1097.09,1377.25,1098.34,0.0045
mixed,64,32,0.5,4.0,2048,512,1024,4096,2560,1579.91,2416.65,1621.51,0.0497
mixed,64,32,0.5,4.0,2048,512,2048,8192,5120,3300.91,5447.73,2919.44,-0.1777
mixed,64,32,0.5,4.0,2048,512,4096,16384,10240,6688.19,10558.5,8978.15,0.5917
mixed,64,32,0.5,4.0,2048,1024,128,512,320,864.738,941.891,880.964,0.2103
mixed,64,32,0.5,4.0,2048,1024,256,1024,640,986.786,1117.15,987.298,0.0039
mixed,64,32,0.5,4.0,2048,1024,512,2048,1280,1200.84,1464.2,1192.68,-0.031
mixed,64,32,0.5,4.0,2048,1024,1024,4096,2560,1653.58,2520.97,1703.24,0.0573
mixed,64,32,0.5,4.0,2048,1024,2048,8192,5120,3588.81,5820.5,3087.63,-0.2246
mixed,64,32,0.5,4.0,2048,1024,4096,16384,10240,7385.28,11719.2,9094.82,0.3945
mixed,64,32,0.5,4.0,2048,2048,128,512,320,1062.88,1145.73,1079.65,0.2024
mixed,64,32,0.5,4.0,2048,2048,256,1024,640,1192.77,1326.02,1193.19,0.0031
mixed,64,32,0.5,4.0,2048,2048,512,2048,1280,1409.92,1654.18,1400.52,-0.0385
mixed,64,32,0.5,4.0,2048,2048,1024,4096,2560,1835.08,2432.62,1864.62,0.0494
mixed,64,32,0.5,4.0,2048,2048,2048,8192,5120,3673.29,7157.24,3446.86,-0.065
mixed,64,32,0.5,4.0,2048,2048,4096,16384,10240,9495.43,14467.6,9287.23,-0.0419
mixed,64,32,0.5,4.0,2048,4096,128,512,320,1457.25,1539.17,1474.72,0.2133
mixed,64,32,0.5,4.0,2048,4096,256,1024,640,1586.88,1714.31,1589.06,0.0171
mixed,64,32,0.5,4.0,2048,4096,512,2048,1280,1806.05,2063.27,1810.21,0.0162
mixed,64,32,0.5,4.0,2048,4096,1024,4096,2560,2241.06,2898.83,2225.93,-0.023
mixed,64,32,0.5,4.0,2048,4096,2048,8192,5120,3199.76,7729.89,4171.18,0.2144
mixed,64,32,0.5,4.0,2048,4096,4096,16384,10240,10184.6,16148.7,10390.2,0.0345
mixed,64,32,0.5,4.0,2048,8192,128,512,320,2196.94,2297.38,2214.92,0.179
mixed,64,32,0.5,4.0,2048,8192,256,1024,640,2363.59,2517.16,2353.83,-0.0636
mixed,64,32,0.5,4.0,2048,8192,512,2048,1280,2603.75,2902.79,2601.83,-0.0064
mixed,64,32,0.5,4.0,2048,8192,1024,4096,2560,3060.55,3754.61,3177.58,0.1686
mixed,64,32,0.5,4.0,2048,8192,2048,8192,5120,4157.9,5628.63,4445.97,0.1959
mixed,64,32,0.5,4.0,2048,8192,4096,16384,10240,8102.08,15752.3,10225.9,0.2776
pure,64,48,0.75,4.0,0,0,128,512,416,150.142,176.288,154.69,0.1739
pure,64,48,0.75,4.0,0,0,256,1024,832,286.785,353.987,286.916,0.0019
pure,64,48,0.75,4.0,0,0,512,2048,1664,533.924,637.026,531.105,-0.0273
pure,64,48,0.75,4.0,0,0,1024,4096,3328,971.396,1174.21,969.381,-0.0099
pure,64,48,0.75,4.0,0,0,2048,8192,6656,1838.73,2230.54,1819.46,-0.0492
pure,64,48,0.75,4.0,0,0,4096,16384,13312,3543.12,4331.22,3587.37,0.0562
mixed,64,48,0.75,4.0,16,0,128,512,416,251.137,299.457,261.856,0.2218
mixed,64,48,0.75,4.0,16,0,256,1024,832,422.785,516.13,443.554,0.2225
mixed,64,48,0.75,4.0,16,0,512,2048,1664,757.445,930.243,757.924,0.0028
mixed,64,48,0.75,4.0,16,0,1024,4096,3328,1729.09,2219.11,1432.87,-0.6045
mixed,64,48,0.75,4.0,16,0,2048,8192,6656,3639.31,4454.48,3304.24,-0.411
mixed,64,48,0.75,4.0,16,0,4096,16384,13312,7173.92,8853.15,10178.1,1.789
mixed,64,48,0.75,4.0,16,512,128,512,416,246.081,290.498,257.216,0.2507
mixed,64,48,0.75,4.0,16,512,256,1024,832,408.225,497.762,431.809,0.2634
mixed,64,48,0.75,4.0,16,512,512,2048,1664,759.074,925.987,761.026,0.0117
mixed,64,48,0.75,4.0,16,512,1024,4096,3328,1737.32,2219.53,1433.92,-0.6292
mixed,64,48,0.75,4.0,16,512,2048,8192,6656,3637.32,4448.01,3309.49,-0.4044
mixed,64,48,0.75,4.0,16,512,4096,16384,13312,7185.15,8819.59,10185.1,1.8355
mixed,64,48,0.75,4.0,16,1024,128,512,416,278.115,318.336,273.506,-0.1146
mixed,64,48,0.75,4.0,16,1024,256,1024,832,420.802,500.642,434.784,0.1751
mixed,64,48,0.75,4.0,16,1024,512,2048,1664,761.091,934.691,761.379,0.0017
mixed,64,48,0.75,4.0,16,1024,1024,4096,3328,1738.6,2227.02,1445.09,-0.6009
mixed,64,48,0.75,4.0,16,1024,2048,8192,6656,3645.13,4454.45,3306.83,-0.418
mixed,64,48,0.75,4.0,16,1024,4096,16384,13312,7191.23,8908.48,10290.2,1.8046
mixed,64,48,0.75,4.0,16,2048,128,512,416,340.257,381.505,336.353,-0.0946
mixed,64,48,0.75,4.0,16,2048,256,1024,832,485.121,557.537,474.947,-0.1405
mixed,64,48,0.75,4.0,16,2048,512,2048,1664,762.914,939.267,766.53,0.0205
mixed,64,48,0.75,4.0,16,2048,1024,4096,3328,1732.52,2207.72,1448.77,-0.5971
mixed,64,48,0.75,4.0,16,2048,2048,8192,6656,3651.69,4461.87,3293.23,-0.4425
mixed,64,48,0.75,4.0,16,2048,4096,16384,13312,7207.55,8858.4,10369.7,1.9155
mixed,64,48,0.75,4.0,16,4096,128,512,416,465.12,506.978,472.8,0.1835
mixed,64,48,0.75,4.0,16,4096,256,1024,832,612.097,682.275,603.362,-0.1245
mixed,64,48,0.75,4.0,16,4096,512,2048,1664,875.235,1023.65,876.483,0.0084
mixed,64,48,0.75,4.0,16,4096,1024,4096,3328,1794.25,2269.13,1511.69,-0.595
mixed,64,48,0.75,4.0,16,4096,2048,8192,6656,3711.5,4634.64,3484.36,-0.246
mixed,64,48,0.75,4.0,16,4096,4096,16384,13312,7560.22,9263.72,10553.1,1.7569
mixed,64,48,0.75,4.0,16,8192,128,512,416,742.658,785.476,747.395,0.1106
mixed,64,48,0.75,4.0,16,8192,256,1024,832,890.85,970.338,886.563,-0.0539
mixed,64,48,0.75,4.0,16,8192,512,2048,1664,1180.9,1339.97,1175.24,-0.0356
mixed,64,48,0.75,4.0,16,8192,1024,4096,3328,2108.04,2581,1846.25,-0.5535
mixed,64,48,0.75,4.0,16,8192,2048,8192,6656,3832.59,4517.23,3587.34,-0.3582
mixed,64,48,0.75,4.0,16,8192,4096,16384,13312,7528.66,9439.27,11128,1.8839
mixed,64,48,0.75,4.0,32,0,128,512,416,240.929,288.896,250.977,0.2095
mixed,64,48,0.75,4.0,32,0,256,1024,832,407.744,499.969,428.93,0.2297
mixed,64,48,0.75,4.0,32,0,512,2048,1664,758.083,930.817,759.395,0.0076
mixed,64,48,0.75,4.0,32,0,1024,4096,3328,1732.87,2226.06,1435.39,-0.6032
mixed,64,48,0.75,4.0,32,0,2048,8192,6656,3627.34,4439.6,3322.32,-0.3755
mixed,64,48,0.75,4.0,32,0,4096,16384,13312,7181.88,8937.69,10207.5,1.7232
mixed,64,48,0.75,4.0,32,512,128,512,416,246.209,289.794,257.536,0.2599
mixed,64,48,0.75,4.0,32,512,256,1024,832,408.45,497.984,432.609,0.2698
mixed,64,48,0.75,4.0,32,512,512,2048,1664,759.362,927.106,761.697,0.0139
mixed,64,48,0.75,4.0,32,512,1024,4096,3328,1741.54,2225.35,1433.7,-0.6363
mixed,64,48,0.75,4.0,32,512,2048,8192,6656,3637.64,4453.55,3321.2,-0.3878
mixed,64,48,0.75,4.0,32,512,4096,16384,13312,7200.03,8863.17,10188.2,1.7967
mixed,64,48,0.75,4.0,32,1024,128,512,416,278.433,317.185,272.387,-0.156
mixed,64,48,0.75,4.0,32,1024,256,1024,832,421.985,499.49,434.817,0.1656
mixed,64,48,0.75,4.0,32,1024,512,2048,1664,761.635,935.139,762.499,0.005
mixed,64,48,0.75,4.0,32,1024,1024,4096,3328,1742.21,2225.51,1446.72,-0.6114
mixed,64,48,0.75,4.0,32,1024,2048,8192,6656,3642.86,4455.85,3286.35,-0.4385
mixed,64,48,0.75,4.0,32,1024,4096,16384,13312,7203.42,8847.33,10231.2,1.8418
mixed,64,48,0.75,4.0,32,2048,128,512,416,341.185,380.993,338.72,-0.0619
mixed,64,48,0.75,4.0,32,2048,256,1024,832,485.378,559.97,476.227,-0.1227
mixed,64,48,0.75,4.0,32,2048,512,2048,1664,763.46,941.571,767.555,0.023
mixed,64,48,0.75,4.0,32,2048,1024,4096,3328,1737.51,2208.36,1449.35,-0.612
mixed,64,48,0.75,4.0,32,2048,2048,8192,6656,3653.04,4473.71,3285.52,-0.4478
mixed,64,48,0.75,4.0,32,2048,4096,16384,13312,7195.99,8867.78,10250,1.8268
mixed,64,48,0.75,4.0,32,4096,128,512,416,467.714,506.594,473.251,0.1424
mixed,64,48,0.75,4.0,32,4096,256,1024,832,613.25,684.739,604.481,-0.1227
mixed,64,48,0.75,4.0,32,4096,512,2048,1664,875.971,1025.32,873.635,-0.0156
mixed,64,48,0.75,4.0,32,4096,1024,4096,3328,1797,2270.05,1513.32,-0.5997
mixed,64,48,0.75,4.0,32,4096,2048,8192,6656,3708.59,4631.47,3497.87,-0.2283
mixed,64,48,0.75,4.0,32,4096,4096,16384,13312,7541.54,9354.53,10637.7,1.7077
mixed,64,48,0.75,4.0,32,8192,128,512,416,711.169,753.985,719.393,0.1921
mixed,64,48,0.75,4.0,32,8192,256,1024,832,857.827,932.897,850.211,-0.1015
mixed,64,48,0.75,4.0,32,8192,512,2048,1664,1134.53,1284.39,1133.92,-0.0041
mixed,64,48,0.75,4.0,32,8192,1024,4096,3328,2071.62,2548.43,1810.66,-0.5473
mixed,64,48,0.75,4.0,32,8192,2048,8192,6656,3799.4,4532.53,3615.57,-0.2508
mixed,64,48,0.75,4.0,32,8192,4096,16384,13312,7562.91,9415.04,10917.8,1.8114
mixed,64,48,0.75,4.0,64,0,128,512,416,240.866,289.057,250.273,0.1952
mixed,64,48,0.75,4.0,64,0,256,1024,832,408.194,500.513,430.336,0.2398
mixed,64,48,0.75,4.0,64,0,512,2048,1664,755.907,934.691,761.507,0.0313
mixed,64,48,0.75,4.0,64,0,1024,4096,3328,1739.56,2217.19,1439.68,-0.6278
mixed,64,48,0.75,4.0,64,0,2048,8192,6656,3643.79,4451.18,3305.32,-0.4192
mixed,64,48,0.75,4.0,64,0,4096,16384,13312,7180.67,8827.58,10215.8,1.8429
mixed,64,48,0.75,4.0,64,512,128,512,416,247.808,291.36,258.08,0.2359
mixed,64,48,0.75,4.0,64,512,256,1024,832,409.056,500.353,431.777,0.2489
mixed,64,48,0.75,4.0,64,512,512,2048,1664,761.248,930.307,762.466,0.0072
mixed,64,48,0.75,4.0,64,512,1024,4096,3328,1748.1,2226.63,1437.12,-0.6499
mixed,64,48,0.75,4.0,64,512,2048,8192,6656,3640.81,4459.54,3292.56,-0.4254
mixed,64,48,0.75,4.0,64,512,4096,16384,13312,7186.11,8923.36,10246.3,1.7615
mixed,64,48,0.75,4.0,64,1024,128,512,416,279.2,321.344,273.601,-0.1329
mixed,64,48,0.75,4.0,64,1024,256,1024,832,423.747,502.721,435.746,0.1519
mixed,64,48,0.75,4.0,64,1024,512,2048,1664,761.41,937.188,764.13,0.0155
mixed,64,48,0.75,4.0,64,1024,1024,4096,3328,1778.89,2265.51,1463.78,-0.6475
mixed,64,48,0.75,4.0,64,1024,2048,8192,6656,3694.67,4484.88,3421.84,-0.3453
mixed,64,48,0.75,4.0,64,1024,4096,16384,13312,7214.23,8948.83,10360,1.8135
mixed,64,48,0.75,4.0,64,2048,128,512,416,357.185,399.361,352.864,-0.1025
mixed,64,48,0.75,4.0,64,2048,256,1024,832,503.617,580.258,498.338,-0.0689
mixed,64,48,0.75,4.0,64,2048,512,2048,1664,793.381,977.093,797.122,0.0204
mixed,64,48,0.75,4.0,64,2048,1024,4096,3328,1774.15,2253.07,1508.2,-0.5553
mixed,64,48,0.75,4.0,64,2048,2048,8192,6656,3701.36,4530.45,3429.39,-0.328
mixed,64,48,0.75,4.0,64,2048,4096,16384,13312,7285.79,8985.76,10349,1.8019
mixed,64,48,0.75,4.0,64,4096,128,512,416,482.53,533.027,493.825,0.2237
mixed,64,48,0.75,4.0,64,4096,256,1024,832,634.531,713.347,628.259,-0.0796
mixed,64,48,0.75,4.0,64,4096,512,2048,1664,912.228,1071.01,908.547,-0.0232
mixed,64,48,0.75,4.0,64,4096,1024,4096,3328,1829.9,2301.1,1562.38,-0.5677
mixed,64,48,0.75,4.0,64,4096,2048,8192,6656,3766.16,4681.94,3568.81,-0.2155
mixed,64,48,0.75,4.0,64,4096,4096,16384,13312,7689.18,9348.64,10653.1,1.7861
mixed,64,48,0.75,4.0,64,8192,128,512,416,711.747,758.146,719.235,0.1614
mixed,64,48,0.75,4.0,64,8192,256,1024,832,859.171,935.62,852.803,-0.0833
mixed,64,48,0.75,4.0,64,8192,512,2048,1664,1135.04,1282.02,1137.67,0.0178
mixed,64,48,0.75,4.0,64,8192,1024,4096,3328,2076.65,2538.25,1817.03,-0.5624
mixed,64,48,0.75,4.0,64,8192,2048,8192,6656,3801.26,4541.81,3604.68,-0.2654
mixed,64,48,0.75,4.0,64,8192,4096,16384,13312,7587.77,9419.43,11213.3,1.9794
mixed,64,48,0.75,4.0,128,0,128,512,416,248.419,296.865,261.602,0.2721
mixed,64,48,0.75,4.0,128,0,256,1024,832,413.281,507.713,436.609,0.247
mixed,64,48,0.75,4.0,128,0,512,2048,1664,764.866,940.195,766.339,0.0084
mixed,64,48,0.75,4.0,128,0,1024,4096,3328,1744.9,2231.11,1446.31,-0.6141
mixed,64,48,0.75,4.0,128,0,2048,8192,6656,3637.9,4461.36,3343.18,-0.3579
mixed,64,48,0.75,4.0,128,0,4096,16384,13312,7186.43,8819.68,10158,1.8194
mixed,64,48,0.75,4.0,128,512,128,512,416,266.88,310.4,278.272,0.2618
mixed,64,48,0.75,4.0,128,512,256,1024,832,430.017,522.466,457.985,0.3025
mixed,64,48,0.75,4.0,128,512,512,2048,1664,795.105,970.852,799.106,0.0228
mixed,64,48,0.75,4.0,128,512,1024,4096,3328,1782.53,2266.76,1492.65,-0.5987
mixed,64,48,0.75,4.0,128,512,2048,8192,6656,3697.97,4502.8,3429.55,-0.3335
mixed,64,48,0.75,4.0,128,512,4096,16384,13312,7259.07,8883.52,10313.2,1.8801
mixed,64,48,0.75,4.0,128,1024,128,512,416,288.577,328.769,290.784,0.0549
mixed,64,48,0.75,4.0,128,1024,256,1024,832,431.008,511.011,447.936,0.2116
mixed,64,48,0.75,4.0,128,1024,512,2048,1664,769.507,942.658,773.123,0.0209
mixed,64,48,0.75,4.0,128,1024,1024,4096,3328,1745.86,2233.74,1458.37,-0.5893
mixed,64,48,0.75,4.0,128,1024,2048,8192,6656,3653.29,4470.23,3226.8,-0.5221
mixed,64,48,0.75,4.0,128,1024,4096,16384,13312,7201.53,8860.03,10192.6,1.8035
mixed,64,48,0.75,4.0,128,2048,128,512,416,354.208,393.027,362.368,0.2102
mixed,64,48,0.75,4.0,128,2048,256,1024,832,500.226,574.659,495.522,-0.0632
mixed,64,48,0.75,4.0,128,2048,512,2048,1664,776.162,950.915,778.497,0.0134
mixed,64,48,0.75,4.0,128,2048,1024,4096,3328,1721.35,2211.02,1470.63,-0.512
mixed,64,48,0.75,4.0,128,2048,2048,8192,6656,3671.98,4484.72,3342.99,-0.4048
mixed,64,48,0.75,4.0,128,2048,4096,16384,13312,7191.26,8868.13,10484.6,1.964
mixed,64,48,0.75,4.0,128,4096,128,512,416,498.531,542.913,512.964,0.3252
mixed,64,48,0.75,4.0,128,4096,256,1024,832,653.027,732.864,660.706,0.0962
mixed,64,48,0.75,4.0,128,4096,512,2048,1664,947.426,1099.36,932.74,-0.0967
mixed,64,48,0.75,4.0,128,4096,1024,4096,3328,1851.72,2301.1,1639.27,-0.4728
mixed,64,48,0.75,4.0,128,4096,2048,8192,6656,3830.64,4886.32,4068.27,0.2251
mixed,64,48,0.75,4.0,128,4096,4096,16384,13312,8092.32,9856.39,11099.8,1.7048
mixed,64,48,0.75,4.0,128,8192,128,512,416,726.082,768.193,737.57,0.2728
mixed,64,48,0.75,4.0,128,8192,256,1024,832,883.392,960.803,888.353,0.0641
mixed,64,48,0.75,4.0,128,8192,512,2048,1664,1179.75,1330.76,1159.88,-0.1316
mixed,64,48,0.75,4.0,128,8192,1024,4096,3328,2065.89,2566.22,1901.51,-0.3286
mixed,64,48,0.75,4.0,128,8192,2048,8192,6656,3826.57,4577.68,3986.57,0.213
mixed,64,48,0.75,4.0,128,8192,4096,16384,13312,7908.41,10128.3,11157.1,1.4635
mixed,64,48,0.75,4.0,256,0,128,512,416,263.776,308.609,274.624,0.242
mixed,64,48,0.75,4.0,256,0,256,1024,832,428.768,517.123,452.033,0.2633
mixed,64,48,0.75,4.0,256,0,512,2048,1664,771.712,937.571,777.315,0.0338
mixed,64,48,0.75,4.0,256,0,1024,4096,3328,1753.57,2226.37,1450.31,-0.6414
mixed,64,48,0.75,4.0,256,0,2048,8192,6656,3649.93,4466.26,3386.06,-0.3232
mixed,64,48,0.75,4.0,256,0,4096,16384,13312,7210.36,8844.58,10303.4,1.8927
mixed,64,48,0.75,4.0,256,512,128,512,416,290.336,328.77,299.553,0.2398
mixed,64,48,0.75,4.0,256,512,256,1024,832,448.163,534.467,479.489,0.363
mixed,64,48,0.75,4.0,256,512,512,2048,1664,801.378,971.684,803.618,0.0132
mixed,64,48,0.75,4.0,256,512,1024,4096,3328,1788.26,2273.48,1504.13,-0.5856
mixed,64,48,0.75,4.0,256,512,2048,8192,6656,3692.17,4519.12,3410.99,-0.34
mixed,64,48,0.75,4.0,256,512,4096,16384,13312,7197.15,8877.22,10236.6,1.8091
mixed,64,48,0.75,4.0,256,1024,128,512,416,313.953,350.658,327.393,0.3662
mixed,64,48,0.75,4.0,256,1024,256,1024,832,459.969,530.338,470.37,0.1478
mixed,64,48,0.75,4.0,256,1024,512,2048,1664,782.019,946.435,789.634,0.0463
mixed,64,48,0.75,4.0,256,1024,1024,4096,3328,1743.27,2221.96,1473.25,-0.5641
mixed,64,48,0.75,4.0,256,1024,2048,8192,6656,3652.69,4466.74,3359.15,-0.3606
mixed,64,48,0.75,4.0,256,1024,4096,16384,13312,7185.15,8845.12,10299,1.8758
mixed,64,48,0.75,4.0,256,2048,128,512,416,414.017,446.561,419.52,0.1691
mixed,64,48,0.75,4.0,256,2048,256,1024,832,552.288,633.156,559.778,0.0926
mixed,64,48,0.75,4.0,256,2048,512,2048,1664,834.019,989.411,841.315,0.047
mixed,64,48,0.75,4.0,256,2048,1024,4096,3328,1707.94,2228.23,1547.08,-0.3092
mixed,64,48,0.75,4.0,256,2048,2048,8192,6656,3701.55,4538.87,3919.44,0.2602
mixed,64,48,0.75,4.0,256,2048,4096,16384,13312,7288.41,8930.66,10859.9,2.1747
mixed,64,48,0.75,4.0,256,4096,128,512,416,534.017,579.619,540.865,0.1502
mixed,64,48,0.75,4.0,256,4096,256,1024,832,692.9,764.707,697.186,0.0597
mixed,64,48,0.75,4.0,256,4096,512,2048,1664,952.707,1093.95,950.978,-0.0122
mixed,64,48,0.75,4.0,256,4096,1024,4096,3328,1810.47,2328.93,1742.15,-0.1318
mixed,64,48,0.75,4.0,256,4096,2048,8192,6656,3887.82,5412.05,4421.9,0.3504
mixed,64,48,0.75,4.0,256,4096,4096,16384,13312,8995.23,11241.2,11274.3,1.0147
mixed,64,48,0.75,4.0,256,8192,128,512,416,782.689,829.985,787.937,0.111
mixed,64,48,0.75,4.0,256,8192,256,1024,832,950.819,1049.95,960.77,0.1004
mixed,64,48,0.75,4.0,256,8192,512,2048,1664,1279.17,1412.9,1243.17,-0.2692
mixed,64,48,0.75,4.0,256,8192,1024,4096,3328,2057.29,2573.39,1980.36,-0.1491
mixed,64,48,0.75,4.0,256,8192,2048,8192,6656,3825.65,4625.46,4104.78,0.349
mixed,64,48,0.75,4.0,256,8192,4096,16384,13312,8839.07,11276.7,11520.8,1.1001
mixed,64,48,0.75,4.0,512,0,128,512,416,317.761,365.888,328.639,0.226
mixed,64,48,0.75,4.0,512,0,256,1024,832,477.762,573.762,503.395,0.267
mixed,64,48,0.75,4.0,512,0,512,2048,1664,835.394,996.484,840.259,0.0302
mixed,64,48,0.75,4.0,512,0,1024,4096,3328,1816.04,2258.34,1524.1,-0.66
mixed,64,48,0.75,4.0,512,0,2048,8192,6656,3696.08,4482.1,3416.11,-0.3562
mixed,64,48,0.75,4.0,512,0,4096,16384,13312,7200.61,8927.27,10364.7,1.8325
mixed,64,48,0.75,4.0,512,512,128,512,416,342.688,375.392,346.37,0.1126
mixed,64,48,0.75,4.0,512,512,256,1024,832,485.473,580.706,507.425,0.2305
mixed,64,48,0.75,4.0,512,512,512,2048,1664,819.456,976.642,828.708,0.0589
mixed,64,48,0.75,4.0,512,512,1024,4096,3328,1803.49,2301.61,1564.65,-0.4795
mixed,64,48,0.75,4.0,512,512,2048,8192,6656,3726.8,4550.51,3547.72,-0.2174
mixed,64,48,0.75,4.0,512,512,4096,16384,13312,7296.92,8941.99,10448.5,1.9158
mixed,64,48,0.75,4.0,512,1024,128,512,416,389.697,427.491,394.178,0.1186
mixed,64,48,0.75,4.0,512,1024,256,1024,832,521.089,610.113,536.384,0.1718
mixed,64,48,0.75,4.0,512,1024,512,2048,1664,849.763,992.708,849.412,-0.0025
mixed,64,48,0.75,4.0,512,1024,1024,4096,3328,1741.76,2251.14,1539.78,-0.3965
mixed,64,48,0.75,4.0,512,1024,2048,8192,6656,3683.34,4488.88,3486.95,-0.2438
mixed,64,48,0.75,4.0,512,1024,4096,16384,13312,7211.93,8870.11,10538.4,2.0061
mixed,64,48,0.75,4.0,512,2048,128,512,416,482.239,518.562,488.513,0.1727
mixed,64,48,0.75,4.0,512,2048,256,1024,832,619.172,698.915,625.887,0.0842
mixed,64,48,0.75,4.0,512,2048,512,2048,1664,895.555,1056.07,888.353,-0.0449
mixed,64,48,0.75,4.0,512,2048,1024,4096,3328,1721.77,2257.22,1663.37,-0.1091
mixed,64,48,0.75,4.0,512,2048,2048,8192,6656,3760.56,4601.87,4150.45,0.4634
mixed,64,48,0.75,4.0,512,2048,4096,16384,13312,7272.44,9077.29,11274.8,2.2176
mixed,64,48,0.75,4.0,512,4096,128,512,416,656.064,693.793,665.568,0.2519
mixed,64,48,0.75,4.0,512,4096,256,1024,832,794.178,877.25,809.955,0.1899
mixed,64,48,0.75,4.0,512,4096,512,2048,1664,1087.11,1215.68,1080.45,-0.0518
mixed,64,48,0.75,4.0,512,4096,1024,4096,3328,1978.5,2558.6,1866.31,-0.1934
mixed,64,48,0.75,4.0,512,4096,2048,8192,6656,4343.5,6249.81,5170.26,0.4337
mixed,64,48,0.75,4.0,512,4096,4096,16384,13312,10793.7,13338.1,11902.8,0.4359
mixed,64,48,0.75,4.0,512,8192,128,512,416,980.739,1042.6,995.811,0.2437
mixed,64,48,0.75,4.0,512,8192,256,1024,832,1189.06,1249.12,1161.15,-0.4646
mixed,64,48,0.75,4.0,512,8192,512,2048,1664,1507.97,1643.69,1503.33,-0.0342
mixed,64,48,0.75,4.0,512,8192,1024,4096,3328,2338.79,2832.52,2264.1,-0.1513
mixed,64,48,0.75,4.0,512,8192,2048,8192,6656,4177.07,5083.57,4766.61,0.6503
mixed,64,48,0.75,4.0,512,8192,4096,16384,13312,11022.2,13025.9,12073.3,0.5245
mixed,64,48,0.75,4.0,1024,0,128,512,416,405.952,445.122,411.587,0.1439
mixed,64,48,0.75,4.0,1024,0,256,1024,832,552.226,649.538,575.683,0.241
mixed,64,48,0.75,4.0,1024,0,512,2048,1664,901.123,1055.68,899.939,-0.0077
mixed,64,48,0.75,4.0,1024,0,1024,4096,3328,1869.41,2367.05,1647.43,-0.4461
mixed,64,48,0.75,4.0,1024,0,2048,8192,6656,3736.97,4551.67,3746.54,0.0117
mixed,64,48,0.75,4.0,1024,0,4096,16384,13312,7274.65,8905.51,10442.9,1.9427
mixed,64,48,0.75,4.0,1024,512,128,512,416,473.058,512.192,480.196,0.1824
mixed,64,48,0.75,4.0,1024,512,256,1024,832,605.761,688.866,618.081,0.1482
mixed,64,48,0.75,4.0,1024,512,512,2048,1664,940.258,1092.36,956.803,0.1088
mixed,64,48,0.75,4.0,1024,512,1024,4096,3328,1790.44,2311.98,1645.35,-0.2782
mixed,64,48,0.75,4.0,1024,512,2048,8192,6656,3740.36,4548.43,3870.96,0.1616
mixed,64,48,0.75,4.0,1024,512,4096,16384,13312,7295.42,8934.5,11150.7,2.3521
mixed,64,48,0.75,4.0,1024,1024,128,512,416,540.546,579.233,545.665,0.1323
mixed,64,48,0.75,4.0,1024,1024,256,1024,832,674.691,755.585,687.619,0.1598
mixed,64,48,0.75,4.0,1024,1024,512,2048,1664,976.419,1127.56,985.891,0.0627
mixed,64,48,0.75,4.0,1024,1024,1024,4096,3328,1765.61,2334.41,1701.92,-0.112
mixed,64,48,0.75,4.0,1024,1024,2048,8192,6656,3769.49,4573.01,4171.38,0.5002
mixed,64,48,0.75,4.0,1024,1024,4096,16384,13312,7313.21,8992.19,11438.2,2.4568
mixed,64,48,0.75,4.0,1024,2048,128,512,416,692.963,735.074,703.074,0.2401
mixed,64,48,0.75,4.0,1024,2048,256,1024,832,835.169,884.612,816.13,-0.3851
mixed,64,48,0.75,4.0,1024,2048,512,2048,1664,1083.84,1204.96,1075.59,-0.0681
mixed,64,48,0.75,4.0,1024,2048,1024,4096,3328,1811.56,2441.26,1793.16,-0.0292
mixed,64,48,0.75,4.0,1024,2048,2048,8192,6656,4279.54,5266.16,4926.19,0.6554
mixed,64,48,0.75,4.0,1024,2048,4096,16384,13312,8320.51,10182.3,11470.4,1.6919
mixed,64,48,0.75,4.0,1024,4096,128,512,416,913.636,954.18,902.85,-0.266
mixed,64,48,0.75,4.0,1024,4096,256,1024,832,1045.76,1136.96,1065.03,0.2112
mixed,64,48,0.75,4.0,1024,4096,512,2048,1664,1349.19,1477.73,1340.96,-0.064
mixed,64,48,0.75,4.0,1024,4096,1024,4096,3328,2057.35,2570.06,1997.77,-0.1162
mixed,64,48,0.75,4.0,1024,4096,2048,8192,6656,4738.29,7222.59,5067.92,0.1327
mixed,64,48,0.75,4.0,1024,4096,4096,16384,13312,12729.6,15728.5,12569,-0.0536
mixed,64,48,0.75,4.0,1024,8192,128,512,416,1373.22,1412.55,1382.69,0.2408
mixed,64,48,0.75,4.0,1024,8192,256,1024,832,1517.28,1613.13,1535.2,0.187
mixed,64,48,0.75,4.0,1024,8192,512,2048,1664,1855.91,2010.06,1859.75,0.0249
mixed,64,48,0.75,4.0,1024,8192,1024,4096,3328,2419.97,2711.82,2559.75,0.4789
mixed,64,48,0.75,4.0,1024,8192,2048,8192,6656,4304.44,5151.44,4551.95,0.2922
